scenario_id,origin,destination,value_usd,is_hazmat,is_temp_control,expected_transit_days,iot_alert_count,recent_delay_events,lane_risk_index,border_crossing_count,carrier_incident_rate_90d,carrier_tenure_days,risk_score,risk_band
219,US,US,10000,False,False,2,0,3,0.8,0,0.0,1200,53,MEDIUM
220,US,US,10000,False,False,2,0,3,0.8,0,0.02,90,63,MEDIUM
221,US,US,10000,False,False,2,0,3,0.8,0,0.02,400,63,MEDIUM
222,US,US,10000,False,False,2,0,3,0.8,0,0.02,1200,63,MEDIUM
223,US,US,10000,False,False,2,0,3,0.8,0,0.08,90,83,HIGH
224,US,US,10000,False,False,2,0,3,0.8,0,0.08,400,83,HIGH
225,US,US,10000,False,False,2,0,3,0.8,0,0.08,1200,83,HIGH
226,US,MX,10000,False,False,2,0,3,0.8,1,0.0,90,68,MEDIUM
227,US,MX,10000,False,False,2,0,3,0.8,1,0.0,400,58,MEDIUM
228,US,MX,10000,False,False,2,0,3,0.8,1,0.0,1200,58,MEDIUM
229,US,MX,10000,False,False,2,0,3,0.8,1,0.02,90,68,MEDIUM
230,US,MX,10000,False,False,2,0,3,0.8,1,0.02,400,68,MEDIUM
231,US,MX,10000,False,False,2,0,3,0.8,1,0.02,1200,68,MEDIUM
232,US,MX,10000,False,False,2,0,3,0.8,1,0.08,90,88,HIGH
233,US,MX,10000,False,False,2,0,3,0.8,1,0.08,400,88,HIGH
234,US,MX,10000,False,False,2,0,3,0.8,1,0.08,1200,88,HIGH
235,US,MX,10000,False,False,2,0,3,0.8,2,0.0,90,73,HIGH
236,US,MX,10000,False,False,2,0,3,0.8,2,0.0,400,63,MEDIUM
237,US,MX,10000,False,False,2,0,3,0.8,2,0.0,1200,63,MEDIUM
238,US,MX,10000,False,False,2,0,3,0.8,2,0.02,90,73,HIGH
239,US,MX,10000,False,False,2,0,3,0.8,2,0.02,400,73,HIGH
240,US,MX,10000,False,False,2,0,3,0.8,2,0.02,1200,73,HIGH
241,US,MX,10000,False,False,2,0,3,0.8,2,0.08,90,93,HIGH
242,US,MX,10000,False,False,2,0,3,0.8,2,0.08,400,93,HIGH
243,US,MX,10000,False,False,2,0,3,0.8,2,0.08,1200,93,HIGH
244,US,US,10000,False,False,2,1,0,0.1,0,0.0,90,16,LOW
245,US,US,10000,False,False,2,1,0,0.1,0,0.0,400,6,LOW
246,US,US,10000,False,False,2,1,0,0.1,0,0.0,1200,6,LOW
247,US,US,10000,False,False,2,1,0,0.1,0,0.02,90,16,LOW
248,US,US,10000,False,False,2,1,0,0.1,0,0.02,400,16,LOW
249,US,US,10000,False,False,2,1,0,0.1,0,0.02,1200,16,LOW
250,US,US,10000,False,False,2,1,0,0.1,0,0.08,90,36,LOW
251,US,US,10000,False,False,2,1,0,0.1,0,0.08,400,36,LOW
252,US,US,10000,False,False,2,1,0,0.1,0,0.08,1200,36,LOW
253,US,MX,10000,False,False,2,1,0,0.1,1,0.0,90,21,LOW
254,US,MX,10000,False,False,2,1,0,0.1,1,0.0,400,11,LOW
255,US,MX,10000,False,False,2,1,0,0.1,1,0.0,1200,11,LOW
256,US,MX,10000,False,False,2,1,0,0.1,1,0.02,90,21,LOW
257,US,MX,10000,False,False,2,1,0,0.1,1,0.02,400,21,LOW
258,US,MX,10000,False,False,2,1,0,0.1,1,0.02,1200,21,LOW
259,US,MX,10000,False,False,2,1,0,0.1,1,0.08,90,41,MEDIUM
260,US,MX,10000,False,False,2,1,0,0.1,1,0.08,400,41,MEDIUM
261,US,MX,10000,False,False,2,1,0,0.1,1,0.08,1200,41,MEDIUM
262,US,MX,10000,False,False,2,1,0,0.1,2,0.0,90,26,LOW
263,US,MX,10000,False,False,2,1,0,0.1,2,0.0,400,16,LOW
264,US,MX,10000,False,False,2,1,0,0.1,2,0.0,1200,16,LOW
265,US,MX,10000,False,False,2,1,0,0.1,2,0.02,90,26,LOW
266,US,MX,10000,False,False,2,1,0,0.1,2,0.02,400,26,LOW
267,US,MX,10000,False,False,2,1,0,0.1,2,0.02,1200,26,LOW
268,US,MX,10000,False,False,2,1,0,0.1,2,0.08,90,46,MEDIUM
269,US,MX,10000,False,False,2,1,0,0.1,2,0.08,400,46,MEDIUM
270,US,MX,10000,False,False,2,1,0,0.1,2,0.08,1200,46,MEDIUM
271,US,US,10000,False,False,2,1,0,0.4,0,0.0,90,34,LOW
272,US,US,10000,False,False,2,1,0,0.4,0,0.0,400,24,LOW
273,US,US,10000,False,False,2,1,0,0.4,0,0.0,1200,24,LOW
274,US,US,10000,False,False,2,1,0,0.4,0,0.02,90,34,LOW
275,US,US,10000,False,False,2,1,0,0.4,0,0.02,400,34,LOW
276,US,US,10000,False,False,2,1,0,0.4,0,0.02,1200,34,LOW
277,US,US,10000,False,False,2,1,0,0.4,0,0.08,90,54,MEDIUM
278,US,US,10000,False,False,2,1,0,0.4,0,0.08,400,54,MEDIUM
279,US,US,10000,False,False,2,1,0,0.4,0,0.08,1200,54,MEDIUM
280,US,MX,10000,False,False,2,1,0,0.4,1,0.0,90,39,LOW
281,US,MX,10000,False,False,2,1,0,0.4,1,0.0,400,29,LOW
282,US,MX,10000,False,False,2,1,0,0.4,1,0.0,1200,29,LOW
283,US,MX,10000,False,False,2,1,0,0.4,1,0.02,90,39,LOW
284,US,MX,10000,False,False,2,1,0,0.4,1,0.02,400,39,LOW
285,US,MX,10000,False,False,2,1,0,0.4,1,0.02,1200,39,LOW
286,US,MX,10000,False,False,2,1,0,0.4,1,0.08,90,59,MEDIUM
287,US,MX,10000,False,False,2,1,0,0.4,1,0.08,400,59,MEDIUM
288,US,MX,10000,False,False,2,1,0,0.4,1,0.08,1200,59,MEDIUM
289,US,MX,10000,False,False,2,1,0,0.4,2,0.0,90,44,MEDIUM
290,US,MX,10000,False,False,2,1,0,0.4,2,0.0,400,34,LOW
291,US,MX,10000,False,False,2,1,0,0.4,2,0.0,1200,34,LOW
292,US,MX,10000,False,False,2,1,0,0.4,2,0.02,90,44,MEDIUM
293,US,MX,10000,False,False,2,1,0,0.4,2,0.02,400,44,MEDIUM
294,US,MX,10000,False,False,2,1,0,0.4,2,0.02,1200,44,MEDIUM
295,US,MX,10000,False,False,2,1,0,0.4,2,0.08,90,64,MEDIUM
296,US,MX,10000,False,False,2,1,0,0.4,2,0.08,400,64,MEDIUM
297,US,MX,10000,False,False,2,1,0,0.4,2,0.08,1200,64,MEDIUM
298,US,US,10000,False,False,2,1,0,0.8,0,0.0,90,58,MEDIUM
299,US,US,10000,False,False,2,1,0,0.8,0,0.0,400,48,MEDIUM
300,US,US,10000,False,False,2,1,0,0.8,0,0.0,1200,48,MEDIUM
301,US,US,10000,False,False,2,1,0,0.8,0,0.02,90,58,MEDIUM
302,US,US,10000,False,False,2,1,0,0.8,0,0.02,400,58,MEDIUM
303,US,US,10000,False,False,2,1,0,0.8,0,0.02,1200,58,MEDIUM
304,US,US,10000,False,False,2,1,0,0.8,0,0.08,90,78,HIGH
305,US,US,10000,False,False,2,1,0,0.8,0,0.08,400,78,HIGH
306,US,US,10000,False,False,2,1,0,0.8,0,0.08,1200,78,HIGH
307,US,MX,10000,False,False,2,1,0,0.8,1,0.0,90,63,MEDIUM
308,US,MX,10000,False,False,2,1,0,0.8,1,0.0,400,53,MEDIUM
309,US,MX,10000,False,False,2,1,0,0.8,1,0.0,1200,53,MEDIUM
310,US,MX,10000,False,False,2,1,0,0.8,1,0.02,90,63,MEDIUM
311,US,MX,10000,False,False,2,1,0,0.8,1,0.02,400,63,MEDIUM
312,US,MX,10000,False,False,2,1,0,0.8,1,0.02,1200,63,MEDIUM
313,US,MX,10000,False,False,2,1,0,0.8,1,0.08,90,83,HIGH
314,US,MX,10000,False,False,2,1,0,0.8,1,0.08,400,83,HIGH
315,US,MX,10000,False,False,2,1,0,0.8,1,0.08,1200,83,HIGH
316,US,MX,10000,False,False,2,1,0,0.8,2,0.0,90,68,MEDIUM
317,US,MX,10000,False,False,2,1,0,0.8,2,0.0,400,58,MEDIUM
318,US,MX,10000,False,False,2,1,0,0.8,2,0.0,1200,58,MEDIUM
319,US,MX,10000,False,False,2,1,0,0.8,2,0.02,90,68,MEDIUM
320,US,MX,10000,False,False,2,1,0,0.8,2,0.02,400,68,MEDIUM
321,US,MX,10000,False,False,2,1,0,0.8,2,0.02,1200,68,MEDIUM
322,US,MX,10000,False,False,2,1,0,0.8,2,0.08,90,88,HIGH
323,US,MX,10000,False,False,2,1,0,0.8,2,0.08,400,88,HIGH
324,US,MX,10000,False,False,2,1,0,0.8,2,0.08,1200,88,HIGH
325,US,US,10000,False,False,2,1,1,0.1,0,0.0,90,21,LOW
326,US,US,10000,False,False,2,1,1,0.1,0,0.0,400,11,LOW
327,US,US,10000,False,False,2,1,1,0.1,0,0.0,1200,11,LOW
328,US,US,10000,False,False,2,1,1,0.1,0,0.02,90,21,LOW
329,US,US,10000,False,False,2,1,1,0.1,0,0.02,400,21,LOW
330,US,US,10000,False,False,2,1,1,0.1,0,0.02,1200,21,LOW
331,US,US,10000,False,False,2,1,1,0.1,0,0.08,90,41,MEDIUM
332,US,US,10000,False,False,2,1,1,0.1,0,0.08,400,41,MEDIUM
333,US,US,10000,False,False,2,1,1,0.1,0,0.08,1200,41,MEDIUM
334,US,MX,10000,False,False,2,1,1,0.1,1,0.0,90,26,LOW
335,US,MX,10000,False,False,2,1,1,0.1,1,0.0,400,16,LOW
336,US,MX,10000,False,False,2,1,1,0.1,1,0.0,1200,16,LOW
337,US,MX,10000,False,False,2,1,1,0.1,1,0.02,90,26,LOW
338,US,MX,10000,False,False,2,1,1,0.1,1,0.02,400,26,LOW
339,US,MX,10000,False,False,2,1,1,0.1,1,0.02,1200,26,LOW
340,US,MX,10000,False,False,2,1,1,0.1,1,0.08,90,46,MEDIUM
341,US,MX,10000,False,False,2,1,1,0.1,1,0.08,400,46,MEDIUM
342,US,MX,10000,False,False,2,1,1,0.1,1,0.08,1200,46,MEDIUM
343,US,MX,10000,False,False,2,1,1,0.1,2,0.0,90,31,LOW
344,US,MX,10000,False,False,2,1,1,0.1,2,0.0,400,21,LOW
345,US,MX,10000,False,False,2,1,1,0.1,2,0.0,1200,21,LOW
346,US,MX,10000,False,False,2,1,1,0.1,2,0.02,90,31,LOW
347,US,MX,10000,False,False,2,1,1,0.1,2,0.02,400,31,LOW
348,US,MX,10000,False,False,2,1,1,0.1,2,0.02,1200,31,LOW
349,US,MX,10000,False,False,2,1,1,0.1,2,0.08,90,51,MEDIUM
350,US,MX,10000,False,False,2,1,1,0.1,2,0.08,400,51,MEDIUM
