scenario_id,origin,destination,value_usd,is_hazmat,is_temp_control,expected_transit_days,iot_alert_count,recent_delay_events,lane_risk_index,border_crossing_count,carrier_incident_rate_90d,carrier_tenure_days,risk_score,risk_band
68,US,MX,150000,False,False,4,0,0,0.1,1,0.08,400,46,MEDIUM
69,US,US,150000,False,False,4,0,0,0.8,0,0.0,400,53,MEDIUM
70,US,US,150000,False,False,4,0,0,0.8,0,0.08,400,83,HIGH
71,US,MX,150000,False,False,4,0,0,0.8,1,0.0,400,58,MEDIUM
72,US,MX,150000,False,False,4,0,0,0.8,1,0.08,400,88,HIGH
73,US,US,150000,False,False,4,0,2,0.1,0,0.0,400,21,LOW
74,US,US,150000,False,False,4,0,2,0.1,0,0.08,400,51,MEDIUM
75,US,MX,150000,False,False,4,0,2,0.1,1,0.0,400,26,LOW
76,US,MX,150000,False,False,4,0,2,0.1,1,0.08,400,56,MEDIUM
77,US,US,150000,False,False,4,0,2,0.8,0,0.0,400,63,MEDIUM
78,US,US,150000,False,False,4,0,2,0.8,0,0.08,400,93,HIGH
79,US,MX,150000,False,False,4,0,2,0.8,1,0.0,400,68,MEDIUM
80,US,MX,150000,False,False,4,0,2,0.8,1,0.08,400,98,HIGH
81,US,US,150000,False,False,4,2,0,0.1,0,0.0,400,31,LOW
82,US,US,150000,False,False,4,2,0,0.1,0,0.08,400,61,MEDIUM
83,US,MX,150000,False,False,4,2,0,0.1,1,0.0,400,36,LOW
84,US,MX,150000,False,False,4,2,0,0.1,1,0.08,400,66,MEDIUM
85,US,US,150000,False,False,4,2,0,0.8,0,0.0,400,73,HIGH
86,US,US,150000,False,False,4,2,0,0.8,0,0.08,400,100,HIGH
87,US,MX,150000,False,False,4,2,0,0.8,1,0.0,400,78,HIGH
88,US,MX,150000,False,False,4,2,0,0.8,1,0.08,400,100,HIGH
89,US,US,150000,False,False,4,2,2,0.1,0,0.0,400,41,MEDIUM
90,US,US,150000,False,False,4,2,2,0.1,0,0.08,400,71,HIGH
91,US,MX,150000,False,False,4,2,2,0.1,1,0.0,400,46,MEDIUM
92,US,MX,150000,False,False,4,2,2,0.1,1,0.08,400,76,HIGH
93,US,US,150000,False,False,4,2,2,0.8,0,0.0,400,83,HIGH
94,US,US,150000,False,False,4,2,2,0.8,0,0.08,400,100,HIGH
95,US,MX,150000,False,False,4,2,2,0.8,1,0.0,400,88,HIGH
96,US,MX,150000,False,False,4,2,2,0.8,1,0.08,400,100,HIGH
97,US,US,150000,True,False,4,0,0,0.1,0,0.0,400,21,LOW
98,US,US,150000,True,False,4,0,0,0.1,0,0.08,400,51,MEDIUM
99,US,MX,150000,True,False,4,0,0,0.1,1,0.0,400,26,LOW
100,US,MX,150000,True,False,4,0,0,0.1,1,0.08,400,56,MEDIUM
101,US,US,150000,True,False,4,0,0,0.8,0,0.0,400,63,MEDIUM
102,US,US,150000,True,False,4,0,0,0.8,0,0.08,400,93,HIGH
103,US,MX,150000,True,False,4,0,0,0.8,1,0.0,400,68,MEDIUM
104,US,MX,150000,True,False,4,0,0,0.8,1,0.08,400,98,HIGH
105,US,US,150000,True,False,4,0,2,0.1,0,0.0,400,31,LOW
106,US,US,150000,True,False,4,0,2,0.1,0,0.08,400,61,MEDIUM
107,US,MX,150000,True,False,4,0,2,0.1,1,0.0,400,36,LOW
108,US,MX,150000,True,False,4,0,2,0.1,1,0.08,400,66,MEDIUM
109,US,US,150000,True,False,4,0,2,0.8,0,0.0,400,73,HIGH
110,US,US,150000,True,False,4,0,2,0.8,0,0.08,400,100,HIGH
111,US,MX,150000,True,False,4,0,2,0.8,1,0.0,400,78,HIGH
112,US,MX,150000,True,False,4,0,2,0.8,1,0.08,400,100,HIGH
113,US,US,150000,True,False,4,2,0,0.1,0,0.0,400,41,MEDIUM
114,US,US,150000,True,False,4,2,0,0.1,0,0.08,400,71,HIGH
115,US,MX,150000,True,False,4,2,0,0.1,1,0.0,400,46,MEDIUM
116,US,MX,150000,True,False,4,2,0,0.1,1,0.08,400,76,HIGH
117,US,US,150000,True,False,4,2,0,0.8,0,0.0,400,83,HIGH
118,US,US,150000,True,False,4,2,0,0.8,0,0.08,400,100,HIGH
119,US,MX,150000,True,False,4,2,0,0.8,1,0.0,400,88,HIGH
120,US,MX,150000,True,False,4,2,0,0.8,1,0.08,400,100,HIGH
121,US,US,150000,True,False,4,2,2,0.1,0,0.0,400,51,MEDIUM
122,US,US,150000,True,False,4,2,2,0.1,0,0.08,400,81,HIGH
123,US,MX,150000,True,False,4,2,2,0.1,1,0.0,400,56,MEDIUM
124,US,MX,150000,True,False,4,2,2,0.1,1,0.08,400,86,HIGH
125,US,US,150000,True,False,4,2,2,0.8,0,0.0,400,93,HIGH
126,US,US,150000,True,False,4,2,2,0.8,0,0.08,400,100,HIGH
127,US,MX,150000,True,False,4,2,2,0.8,1,0.0,400,98,HIGH
128,US,MX,150000,True,False,4,2,2,0.8,1,0.08,400,100,HIGH
